expression,category,category_2,verb,noun,non_v_pred,frequent,sg,pl,mass,animate,person,properNoun,finite,bare,pres,past,ing,en,3sg,arg_1,arg_2,arg_3,root,wh_np_verb,responsive,passive,strict_intrans,strict_trans,causative,spray_load,inchoative,agentive,event,adjs,restrictor_DE,scope_DE,NPI,agent,occupation,clothing,appearance,physical,conceptual,artifact,start_with_vowel,frontable,gender,irrpl,special_en_form,irr_verb,irr_past,document,negated,locale,institution,arg_clause,homophonous,pluralform,singularform,sgequalspl,topic,image,v_embed_sc,change_of_state,initial_state,change_arg,vehicle,vegetable,food,light,liquid,animal,openable,climbable,cleanable,buildable,drinkable,singable,boat,money,interior,quantifier,antonym,locative_prepositions,synonym_hypernym_hyponym,OOV_inductive_biases,over,base_ed,past_ed,is_in_cds
replies,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,reply_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
respond,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
responding,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
responded,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
responded,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
respond,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
responds,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,respond_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliate,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1;institution=1,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliating,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1;institution=1,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliated,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1;institution=1,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliated,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1;institution=1,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliate,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
retaliates,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1;institution=1^sg=1,,,retaliate_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
reunite,S\NP,IV_ag_pl,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1^sg=0;institution=1,,,reunite_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
reuniting,S\NP,IV_ag_pl,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1^sg=0;institution=1,,,reunite_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
reunited,S\NP,IV_ag_pl,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1^sg=0;institution=1,,,reunite_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
reunited,S\NP,IV_ag_pl,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1^sg=0;institution=1,,,reunite_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
reunite,S\NP,IV_ag_pl,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0;institution=1^sg=0,,,reunite_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
salute,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
saluting,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
saluted,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
saluted,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
salute,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
salutes,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,salute_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
scratch,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scratching,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scratched,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scratched,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scratch,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scratches,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,scratch_S\NP,,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scream,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
screaming,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
screamed,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
screamed,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
scream,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
screams,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,scream_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shout,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shouting,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shouted,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shouted,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shout,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shouts,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,shout_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shrug,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
shrugging,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
shrugged,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shrugged,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
shrug,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
shrugs,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,shrug_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
sigh,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sighing,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sighed,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sighed,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sigh,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sighs,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,sigh_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sing,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
singing,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sang,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sung,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sing,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
singing,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,sing_S\NP,,,,0,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sit down,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sitting down,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sat down,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sat down,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sit down,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
sits down,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,sit down_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slump over,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slumping over,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
slumped over,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slumped over,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slump over,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
slumps over,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,slump over_S\NP,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
smile,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
smiling,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
smiled,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
smiled,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
smile,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
smiles,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,smile_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
speak up,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
speaking up,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spoke up,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spoken up,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
speak up,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
speaks up,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,speak up_S\NP,,,0,1,,0,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spin around,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spinning around,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spun around,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spun around,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spin around,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
spins around,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,spin around_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stand up,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
standing up,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
stood up,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
stood up,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
stand up,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
stands up,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,1,animate=1^sg=1,,,stand up_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sit down_S\NP,,arise_S\NP,,0,0,0,1
stretch,S\NP,IV_ag,1,,,,,,,,,,0,1,0,0,0,0,0,animate=1,,,stretch_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretching,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,1,0,0,animate=1,,,stretch_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretched,S\NP,IV_ag,1,,,,,,,,,,1,0,0,1,0,0,0,animate=1,,,stretch_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretched,S\NP,IV_ag,1,,,,,,,,,,0,0,0,0,0,1,0,animate=1,,,stretch_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
stretch,S\NP,IV_ag,1,,,,,,,,,,1,0,1,0,0,0,0,animate=1^sg=0,,,stretch_S\NP,,,,0,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
